"Species","Longitude","Latitude"
"Aeshna cyanea",13.99585612,55.79820527
"Aeshna cyanea",11.9758047,59.71549644
"Aeshna cyanea",11.95265211,59.62154291
"Aeshna cyanea",16.71331378,58.59938938
"Aeshna cyanea",15.55357803,57.32254848
"Aeshna cyanea",12.9793051,55.99371667
"Aeshna cyanea",15.03329524,58.23763698
"Aeshna cyanea",16.20379753,56.67974494
"Aeshna cyanea",16.76159574,56.75628342
"Aeshna cyanea",15.21659305,56.34453913
"Aeshna cyanea",11.02869887,58.89699749
"Aeshna cyanea",15.68477526,58.64471719
"Aeshna cyanea",12.61622643,59.63982399
"Aeshna cyanea",14.13069188,55.55959927
"Aeshna cyanea",16.81993821,58.51239386
"Aeshna cyanea",14.73670343,56.92697479
"Aeshna cyanea",18.22806459,60.04788491
"Aeshna cyanea",12.66870133,56.72889385
"Aeshna cyanea",11.9475322,57.75752125
"Aeshna cyanea",16.91068745,59.87084847
"Aeshna cyanea",11.32683166,58.32701548
"Aeshna cyanea",13.72589494,57.08068218
"Aeshna cyanea",16.59177205,61.59365952
"Aeshna cyanea",13.58201774,55.77949061
"Aeshna cyanea",16.79655743,61.11577432
"Aeshna cyanea",15.7969063,58.57071906
"Aeshna cyanea",13.43874014,55.36801126
"Aeshna cyanea",15.12854664,58.34061421
"Aeshna cyanea",15.00905541,58.55172391
"Aeshna cyanea",12.85068275,59.54733862
"Aeshna cyanea",14.33344986,57.93156771
"Aeshna cyanea",13.23406992,55.86336006
"Aeshna cyanea",13.9831754,55.61371055
"Aeshna cyanea",12.75294772,56.18250632
"Aeshna cyanea",13.4431497,55.69550245
"Aeshna cyanea",13.23903626,56.25663349
"Aeshna cyanea",11.78569914,57.56471049
"Aeshna cyanea",13.25436116,60.0395198
"Aeshna cyanea",16.1801316,60.31143319
"Aeshna cyanea",13.35124629,56.17562454
"Aeshna cyanea",15.19053142,61.00629949
"Aeshna cyanea",15.53754175,58.77952407
"Aeshna cyanea",14.11701501,57.73408293
"Aeshna cyanea",13.89244281,60.94751207
"Aeshna cyanea",14.00757212,55.99837361
"Aeshna cyanea",12.77014741,56.06036532
"Aeshna cyanea",15.47127972,62.02619605
"Aeshna cyanea",16.57010173,56.79397391
"Aeshna cyanea",18.51135304,60.19326607
"Aeshna cyanea",15.29513265,58.5739643
"Aeshna cyanea",14.21687079,56.34617161
"Aeshna cyanea",12.97619154,56.12834424
"Aeshna cyanea",13.92247864,60.53489735
"Aeshna cyanea",16.62375004,59.57689264
"Aeshna cyanea",14.40241452,57.76056078
"Aeshna cyanea",13.41211995,58.18250622
"Aeshna cyanea",14.02099535,59.66586497
"Aeshna cyanea",13.53067097,57.95815897
"Aeshna cyanea",12.67613236,57.8469992
"Aeshna cyanea",16.1931629,59.01792856
"Aeshna cyanea",14.37768859,56.45766537
"Aeshna cyanea",13.31813262,56.33775402
"Aeshna cyanea",15.81351554,57.38665194
"Aeshna cyanea",12.27811713,57.06519324
"Aeshna cyanea",13.68485224,55.53849783
"Aeshna cyanea",14.00773822,56.1544503
